Filename,Original,Translate
trad_divina_commedia_purgatorio_1_1.csv,"faceva tutto rider l'orïente,","Stava facendo ridere tutto l'oriente,"
trad_divina_commedia_purgatorio_1_1.csv,velando i Pesci ch'erano in sua scorta.,Velare i pesci che erano nella sua scorta.
trad_divina_commedia_purgatorio_1_1.csv,"I' mi volsi a man destra, e puosi mente",Alla destra mi voltai e fissai la mia mente
trad_divina_commedia_purgatorio_1_1.csv,"a l'altro polo, e vidi quattro stelle","Sull'altro palo, e vide quattro stelle"
trad_divina_commedia_purgatorio_1_1.csv,non viste mai fuor ch'a la prima gente.,Ne' più visto prima salvato dalla gente primitiva.
trad_divina_commedia_purgatorio_1_1.csv,Goder pareva 'l ciel di lor fiammelle:,Gioire nelle loro fiammelle sembrava il cielo.
trad_divina_commedia_purgatorio_1_1.csv,"oh settentrïonal vedovo sito,","O luogo settentrionale e vedovo,"
trad_divina_commedia_purgatorio_1_1.csv,poi che privato se' di mirar quelle!,Perche' tu sei privo di vederli!
trad_divina_commedia_purgatorio_1_1.csv,"Com'io da loro sguardo fui partito,","Quando mi sono allontanato da loro,"
trad_divina_commedia_purgatorio_1_1.csv,"un poco me volgendo a l'altro polo,","Girando un po' verso l'altro polo,"
trad_divina_commedia_purgatorio_1_1.csv,"là onde 'l Carro già era sparito,","Lì dove il Wain era già scomparso,"
trad_divina_commedia_purgatorio_1_1.csv,"vidi presso di me un veglio solo,","Ho visto accanto a me un vecchio solo,"
trad_divina_commedia_purgatorio_1_1.csv,"degno di tanta reverenza in vista,","Degno di tanta riverenza nel suo sguardo,"
trad_divina_commedia_purgatorio_1_1.csv,che più non dee a padre alcun figliuolo.,Questo deve di più non a padre nessun figlio.
trad_divina_commedia_purgatorio_1_1.csv,Lunga la barba e di pel bianco mista,Una lunga barba e con i capelli bianchi intrecciati
trad_divina_commedia_purgatorio_1_1.csv,"portava, a' suoi capelli simigliante,","Indossava, con parvenza simile alle trecce,"
trad_divina_commedia_purgatorio_1_1.csv,de' quai cadeva al petto doppia lista.,Di cui una doppia lista cadde sul suo seno.
trad_divina_commedia_purgatorio_1_1.csv,Li raggi de le quattro luci sante,I raggi delle quattro stelle consacrate
trad_divina_commedia_purgatorio_1_1.csv,"fregiavan sì la sua faccia di lume,","adornava così il suo volto di luce,"
trad_divina_commedia_purgatorio_1_1.csv,ch'i' 'l vedea come 'l sol fosse davante.,Che l'ho visto come il sole prima di lui.
trad_divina_commedia_purgatorio_1_1.csv,“Chi siete voi che contro al cieco fiume,"""Chi sei tu? Chi controllerai il fiume cieco,"
trad_divina_commedia_purgatorio_1_1.csv,"fuggita avete la pregione etterna?”,","Siete fuggiti dalla prigione eterna?"""
trad_divina_commedia_purgatorio_1_1.csv,"diss'el, movendo quelle oneste piume.","Spostando quei venerabili pennacchi, disse:"
trad_divina_commedia_purgatorio_1_1.csv,"“Chi v'ha guidati, o che vi fu lucerna,",Chi ti ha guidato o chi è stata la tua lampada
trad_divina_commedia_purgatorio_1_1.csv,uscendo fuor de la profonda notte,"In uscita dalla notte profonda,"
trad_divina_commedia_purgatorio_1_1.csv,che sempre nera fa la valle inferna?,Che mai il nero fa la valle infernale?
trad_divina_commedia_purgatorio_1_1.csv,Son le leggi d'abisso così rotte?,Le leggi dell'abisso sono così infrante?
trad_divina_commedia_purgatorio_1_1.csv,"o è mutato in ciel novo consiglio,","O è cambiato in cielo qualche consiglio nuovo,"
trad_divina_commedia_purgatorio_1_1.csv,"che, dannati, venite a le mie grotte?”.","Che essendo dannati venite alle mie falesie?"""
trad_divina_commedia_purgatorio_1_1.csv,"Lo duca mio allor mi diè di piglio,","Allora il mio condottiero mi ha afferrato,"
trad_divina_commedia_purgatorio_1_1.csv,e con parole e con mani e con cenni,"con le sue parole, con le sue mani e i suoi segni,"
trad_divina_commedia_purgatorio_1_1.csv,reverenti mi fé le gambe e 'l ciglio.,Reverent ha fatto in me le mie ginocchia e la fronte;
trad_divina_commedia_purgatorio_1_1.csv,Poscia rispuose lui: “Da me non venni:,"Allora gli rispose: ""Non sono venuto da me stesso;"
trad_divina_commedia_purgatorio_1_1.csv,"donna scese del ciel, per li cui prieghi","Una Signora dal Cielo discese, alle cui preghiere"
trad_divina_commedia_purgatorio_1_1.csv,de la mia compagnia costui sovvenni.,L'ho aiutata con la mia compagnia.
trad_divina_commedia_purgatorio_1_1.csv,Ma da ch'è tuo voler che più si spieghi,Ma siccome è la tua volontà più dispiegata
trad_divina_commedia_purgatorio_1_1.csv,"di nostra condizion com'ell'è vera,","Della nostra condizione, com'è veramente,"
trad_divina_commedia_purgatorio_1_1.csv,esser non puote il mio che a te si nieghi.,Il mio non può essere che questo dovrebbe essere negato a te.
trad_divina_commedia_purgatorio_1_1.csv,Questi non vide mai l'ultima sera;,"Questa non ha mai visto la sua ultima serata,"
trad_divina_commedia_purgatorio_1_1.csv,"ma per la sua follia le fu sì presso,",Ma per la sua follia era così vicino ad essa
trad_divina_commedia_purgatorio_1_1.csv,che molto poco tempo a volger era.,Quel poco tempo era lì per girare.
trad_divina_commedia_purgatorio_1_1.csv,"Sì com'io dissi, fui mandato ad esso","Come ho detto, io gli fui mandato"
trad_divina_commedia_purgatorio_1_1.csv,per lui campare; e non lì era altra via,"Per salvarlo, e in un altro modo non c'era nessuno"
trad_divina_commedia_purgatorio_1_1.csv,che questa per la quale i' mi son messo.,Di questo che io stesso ho preso.
trad_divina_commedia_purgatorio_1_1.csv,Mostrata ho lui tutta la gente ria;,"Gli ho mostrato tutta la gente della perdizione,"
trad_divina_commedia_purgatorio_1_1.csv,e ora intendo mostrar quelli spirti,E ora quegli spiriti che ho intenzione di mostrare
trad_divina_commedia_purgatorio_1_1.csv,che purgan sé sotto la tua balìa.,che si purifichino sotto la tua tutela.
trad_divina_commedia_purgatorio_1_1.csv,"Com'io l'ho tratto, saria lungo a dirti;",Come l'ho portato sarebbe stato lungo per dirtelo.
trad_divina_commedia_purgatorio_1_1.csv,de l'alto scende virtù che m'aiuta,La virtù discende dall'alto che mi aiuta
trad_divina_commedia_purgatorio_1_1.csv,conducerlo a vederti e a udirti.,Per condurlo a vederti e ad ascoltarti.
trad_divina_commedia_purgatorio_1_1.csv,Or ti piaccia gradir la sua venuta:,"Ora, che ti piaccia garantire la sua venuta;"
trad_divina_commedia_purgatorio_1_1.csv,"libertà va cercando, ch'è sì cara,","Cerca la Liberta', che e' cosi' cara,"
trad_divina_commedia_purgatorio_1_1.csv,come sa chi per lei vita rifiuta.,Come sa chi vive per lei rifiuta.
trad_divina_commedia_purgatorio_1_1.csv,"Tu 'l sai, ché non ti fu per lei amara","Tu lo sai, dal momento che, per lei, a te non amaro"
trad_divina_commedia_purgatorio_1_1.csv,"in Utica la morte, ove lasciasti","Era la morte in Utica, dove tu te ne sei andato"
trad_divina_commedia_purgatorio_1_1.csv,la vesta ch'al gran dì sarà sì chiara.,"La veste, che splenderà così, il grande giorno."
trad_divina_commedia_purgatorio_1_1.csv,"Non son li editti etterni per noi guasti,",Da noi gli editti eterni non sono rotti;
trad_divina_commedia_purgatorio_1_1.csv,ché questi vive e Minòs me non lega;,"Dal momento che questo vive, e Minos non mi lega;"
trad_divina_commedia_purgatorio_1_1.csv,ma son del cerchio ove son li occhi casti,"Ma di quel cerchio io, dove sono i casti"
trad_divina_commedia_purgatorio_1_1.csv,"di Marzia tua, che 'n vista ancor ti priega,","Occhi della tua Marcia, che a occhi aperti ti prega ancora,"
trad_divina_commedia_purgatorio_1_1.csv,"o santo petto, che per tua la tegni:","o santo petto, per trattenerla come tua;"
trad_divina_commedia_purgatorio_1_1.csv,per lo suo amore adunque a noi ti piega.,"Per il suo amore, allora, inclinati verso di noi."
trad_divina_commedia_purgatorio_1_1.csv,Lasciane andar per li tuoi sette regni;,Permettici di passare attraverso il tuo regno settuplo;
trad_divina_commedia_purgatorio_1_1.csv,"grazie riporterò di te a lei,","Mi riprenderò questa grazia da te a lei,"
trad_divina_commedia_purgatorio_1_1.csv,se d'esser mentovato là giù degni”.,"Se da menzionare là sotto tu degni."""
trad_divina_commedia_purgatorio_1_1.csv,“Marzïa piacque tanto a li occhi miei,"""Marcia così piacevole era ai miei occhi"
trad_divina_commedia_purgatorio_1_1.csv,"mentre ch'i' fu' di là”, diss'elli allora,","Mentre ero dall'altra parte,"" poi ha detto,"
trad_divina_commedia_purgatorio_1_1.csv,"“che quante grazie volse da me, fei.","""Che ogni grazia che desiderava da me ho concesso;"
trad_divina_commedia_purgatorio_1_1.csv,"Or che di là dal mal fiume dimora,","Ora che abita oltre il fiume malvagio,"
trad_divina_commedia_purgatorio_1_1.csv,"più muover non mi può, per quella legge","Non puo' piu' muovermi, secondo quella legge."
trad_divina_commedia_purgatorio_1_1.csv,che fatta fu quando me n'usci' fora.,"Il che, quando uscii da lì, fu fatto."
trad_divina_commedia_purgatorio_1_1.csv,"Ma se donna del ciel ti move e regge,","Ma se una Signora del Cielo si muove e ti governa,"
trad_divina_commedia_purgatorio_1_1.csv,"come tu di', non c'è mestier lusinghe:","Come dici tu, nessuna adulazione è necessaria;"
trad_divina_commedia_purgatorio_1_1.csv,bastisi ben che per lei mi richegge.,Ti basti che tu me lo chieda per lei.
trad_divina_commedia_purgatorio_1_1.csv,"Va dunque, e fa che tu costui ricinghe","Vai, allora, e vedrai cingi questo circa"
trad_divina_commedia_purgatorio_1_1.csv,"d'un giunco schietto e che li lavi 'l viso,","con una scorrevole corsa, e che tu gli lavi il viso,"
trad_divina_commedia_purgatorio_1_1.csv,sì ch'ogne sucidume quindi stinghe;,"così che tu ne ripulisca tutte le macchie,"
trad_divina_commedia_purgatorio_1_1.csv,"ché non si converria, l'occhio sorpriso",Per 'non sono stati adatti che l'occhio o 'ercast
trad_divina_commedia_purgatorio_1_1.csv,"d'alcuna nebbia, andar dinanzi al primo",Da qualsiasi nebbia dovrebbe andare prima del primo
trad_divina_commedia_purgatorio_1_1.csv,"ministro, ch'è di quei di paradiso.","Angelo, che è di quelli del Paradiso."
trad_divina_commedia_purgatorio_1_1.csv,"Questa isoletta intorno ad imo ad imo,",Questa piccola isola intorno alla sua base
trad_divina_commedia_purgatorio_1_1.csv,"là giù colà dove la batte l'onda,","Qui sotto, laggiù, dove il bilow lo batte,"
trad_divina_commedia_purgatorio_1_1.csv,porta di giunchi sovra 'l molle limo:,si precipita sopra il suo ooze;
trad_divina_commedia_purgatorio_1_1.csv,null'altra pianta che facesse fronda,"Nessun'altra pianta che mette fuori la foglia,"
trad_divina_commedia_purgatorio_1_1.csv,"o indurasse, vi puote aver vita,","O ciò che dura, ci può essere vita,"
trad_divina_commedia_purgatorio_1_1.csv,però ch'a le percosse non seconda.,Perche' non cede alle scosse.
trad_divina_commedia_purgatorio_1_1.csv,Poscia non sia di qua vostra reddita;,In seguito non sia così il vostro ritorno;
trad_divina_commedia_purgatorio_1_1.csv,"lo sol vi mosterrà, che surge omai,","Il sole, che ora sta sorgendo, vi guiderà"
trad_divina_commedia_purgatorio_1_1.csv,prendere il monte a più lieve salita”.,"Prendere il monte da scalata più facile."""
trad_divina_commedia_purgatorio_1_1.csv,Così sparì; e io sù mi levai,Con questo egli scomparve; e io mi risuscitai
trad_divina_commedia_purgatorio_1_1.csv,"sanza parlare, e tutto mi ritrassi","Senza una parola, e interamente mi ha disegnato"
trad_divina_commedia_purgatorio_1_1.csv,"al duca mio, e li occhi a lui drizzai.","Alla mia Guida, e voltò i miei occhi verso di lui."
trad_divina_commedia_purgatorio_1_1.csv,"El cominciò: “Figliuol, segui i miei passi:","Ed egli cominciò: ""Figlio, segui i miei passi;"
trad_divina_commedia_purgatorio_1_1.csv,"volgianci in dietro, ché di qua dichina","Torniamo indietro, perché da questo lato declina"
trad_divina_commedia_purgatorio_1_1.csv,questa pianura a' suoi termini bassi”.,"La pianura fino ai suoi confini inferiori."""
trad_divina_commedia_purgatorio_1_1.csv,L'alba vinceva l'ora mattutina,L'alba stava sconfiggendo l'ora del matin
trad_divina_commedia_purgatorio_1_1.csv,"che fuggia innanzi, sì che di lontano","che fuggì prima di esso, in modo che da lontano"
trad_divina_commedia_purgatorio_1_1.csv,conobbi il tremolar de la marina.,Ho riconosciuto il tremare del mare.
trad_divina_commedia_purgatorio_1_1.csv,Noi andavam per lo solingo piano,Lungo la pianura solitaria siamo andati
trad_divina_commedia_purgatorio_1_1.csv,"com'om che torna a la perduta strada,","Come colui che torna sulla strada perduta,"
trad_divina_commedia_purgatorio_1_1.csv,che 'nfino ad essa li pare ire in vano.,E finche' non scoprira' che sembra andare invano.
trad_divina_commedia_purgatorio_1_1.csv,Quando noi fummo là 've la rugiada,Non appena siamo arrivati dove la rugiada
trad_divina_commedia_purgatorio_1_1.csv,"pugna col sole, per essere in parte","Combatte con il sole, e, essendo in una parte"
trad_divina_commedia_purgatorio_1_1.csv,"dove, ad orezza, poco si dirada,","Dove cade l'ombra, poco evapora,"
trad_divina_commedia_purgatorio_1_1.csv,ambo le mani in su l'erbetta sparte,Entrambe le mani sull'erba sparsa
trad_divina_commedia_purgatorio_1_1.csv,soavemente 'l mio maestro pose:,In modo gentile ha fatto il mio Maestro posto;
trad_divina_commedia_purgatorio_1_1.csv,"ond'io, che fui accorto di sua arte,","Da dove io, che della sua azione era consapevole,"
trad_divina_commedia_purgatorio_1_1.csv,porsi ver' lui le guance lagrimose;,Estense a lui le mie guance lacrimose;
trad_divina_commedia_purgatorio_1_1.csv,ivi mi fece tutto discoverto,Là ha fatto in me scoperto completamente
trad_divina_commedia_purgatorio_1_1.csv,quel color che l'inferno mi nascose.,Quella tonalità che l'Inferno aveva coperto in me.
trad_divina_commedia_purgatorio_1_1.csv,"Venimmo poi in sul lito diserto,",Poi siamo scesi sulla riva del deserto
trad_divina_commedia_purgatorio_1_1.csv,che mai non vide navicar sue acque,Che non ha mai visto navigare nelle sue acque.
trad_divina_commedia_purgatorio_1_1.csv,"omo, che di tornar sia poscia esperto.",Qualsiasi cosa avesse poi conosciuto il ritorno.
trad_divina_commedia_purgatorio_1_1.csv,Quivi mi cinse sì com'altrui piacque:,Là mi ha generato come l'altro ha voluto;
trad_divina_commedia_purgatorio_1_1.csv,oh maraviglia! ché qual elli scelse,O meraviglioso! per come ha cullato
trad_divina_commedia_purgatorio_1_1.csv,"l'umile pianta, cotal si rinacque","L'umile pianta, così risposata"
trad_divina_commedia_purgatorio_1_1.csv,subitamente là onde l'avelse.,Improvvisamente là dove lo sradicò.
trad_divina_commedia_purgatorio_1_2.csv,Già era 'l sole a l'orizzonte giunto,Aveva già il sole l'orizzonte raggiunto
trad_divina_commedia_purgatorio_1_2.csv,lo cui meridïan cerchio coverchia,Il cui cerchio di meridiani copre o'er
trad_divina_commedia_purgatorio_1_2.csv,Ierusalèm col suo più alto punto;,"Gerusalemme con il suo punto più alto,"
trad_divina_commedia_purgatorio_1_2.csv,"e la notte, che opposita a lui cerchia,",E la notte che di fronte a lui ruota
trad_divina_commedia_purgatorio_1_2.csv,"uscia di Gange fuor con le Bilance,",Stava emettendo avanti da Gange con le scale
trad_divina_commedia_purgatorio_1_2.csv,che le caggion di man quando soverchia;,che cadono dalla sua mano quando essa supera;
trad_divina_commedia_purgatorio_1_2.csv,"sì che le bianche e le vermiglie guance,",Così che il bianco e le guance vermiglio
trad_divina_commedia_purgatorio_1_2.csv,"là dov'i' era, de la bella Aurora","Della bella Aurora, dov'ero,"
trad_divina_commedia_purgatorio_1_2.csv,per troppa etate divenivan rance.,Di età troppo grande stavano cambiando in arancione.
trad_divina_commedia_purgatorio_1_2.csv,"Noi eravam lunghesso mare ancora,","Eravamo ancora al confine del mare,"
trad_divina_commedia_purgatorio_1_2.csv,"come gente che pensa a suo cammino,","Come le persone che pensano alla loro strada,"
trad_divina_commedia_purgatorio_1_2.csv,che va col cuore e col corpo dimora.,che vanno nel cuore e con il corpo rimangono;
trad_divina_commedia_purgatorio_1_2.csv,"Ed ecco, qual, sorpreso dal mattino,","E come quando, all'approssimarsi del mattino,"
trad_divina_commedia_purgatorio_1_2.csv,per li grossi vapor Marte rosseggia,Attraverso i vapori lordi Marte cresce rosso ardente
trad_divina_commedia_purgatorio_1_2.csv,"giù nel ponente sovra 'l suol marino,","Giù nell'ovest sul fondo dell'oceano,"
trad_divina_commedia_purgatorio_1_2.csv,"cotal m'apparve, s'io ancor lo veggia,",Apparito a me può io di nuovo vedere esso!
trad_divina_commedia_purgatorio_1_2.csv,"un lume per lo mar venir sì ratto,","Una luce lungo il mare che arriva così rapidamente,"
trad_divina_commedia_purgatorio_1_2.csv,che 'l muover suo nessun volar pareggia.,Il suo movimento da nessun volo di ala è eguagliato;
trad_divina_commedia_purgatorio_1_2.csv,Dal qual com'io un poco ebbi ritratto,Da cui quando un po 'avevo ritirato
trad_divina_commedia_purgatorio_1_2.csv,"l'occhio per domandar lo duca mio,","I miei occhi, per mettere in dubbio il mio direttore,"
trad_divina_commedia_purgatorio_1_2.csv,rividil più lucente e maggior fatto.,Ancora una volta l'ho visto più luminoso cresciuto e più grande.
trad_divina_commedia_purgatorio_1_2.csv,Poi d'ogne lato ad esso m'appario,Poi su ogni lato di esso mi apparve
trad_divina_commedia_purgatorio_1_2.csv,"un non sapeva che bianco, e di sotto","Non sapevo cosa di bianco, e sotto di esso"
trad_divina_commedia_purgatorio_1_2.csv,a poco a poco un altro a lui uscìo.,A poco a poco ne uscì un altro.
trad_divina_commedia_purgatorio_1_2.csv,"Lo mio maestro ancor non facea motto,",Il mio Maestro non aveva ancora pronunciato una parola
trad_divina_commedia_purgatorio_1_2.csv,mentre che i primi bianchi apparver ali;,Mentre il primo biancore in ali si dispiegava;
trad_divina_commedia_purgatorio_1_2.csv,"allor che ben conobbe il galeotto,","Ma quando ha chiaramente riconosciuto il pilota,"
trad_divina_commedia_purgatorio_1_2.csv,"gridò: “Fa, fa che le ginocchia cali.","Gridò: ""Affrettatevi, affrettatevi ad inginocchiarvi!"
trad_divina_commedia_purgatorio_1_2.csv,Ecco l'angel di Dio: piega le mani;,"Guarda l'Angelo di Dio, piega le mani!"
trad_divina_commedia_purgatorio_1_2.csv,omai vedrai di sì fatti officiali.,D'ora in poi vedrai questi ufficiali!
trad_divina_commedia_purgatorio_1_2.csv,"Vedi che sdegna li argomenti umani,","Guarda come disprezza le discussioni umane,"
trad_divina_commedia_purgatorio_1_2.csv,"sì che remo non vuol, né altro velo","Così che né remo vuole, né altra vela"
trad_divina_commedia_purgatorio_1_2.csv,"che l'ali sue, tra liti sì lontani.","Delle sue ali, tra spiagge così lontane."
trad_divina_commedia_purgatorio_1_2.csv,"Vedi come l'ha dritte verso 'l cielo,","Guarda come li tiene puntati verso il cielo,"
trad_divina_commedia_purgatorio_1_2.csv,"trattando l'aere con l'etterne penne,","Fanking l'aria con i pignoni eterni,"
trad_divina_commedia_purgatorio_1_2.csv,che non si mutan come mortal pelo”.,"Che non si mutino come capelli mortali!"""
trad_divina_commedia_purgatorio_1_2.csv,"Poi, come più e più verso noi venne",Poi come ancora più vicino e più vicino a noi è venuto
trad_divina_commedia_purgatorio_1_2.csv,"l'uccel divino, più chiaro appariva:","L'uccello divino, più radioso apparve,"
trad_divina_commedia_purgatorio_1_2.csv,"per che l'occhio da presso nol sostenne,","perché vicino all'occhio non potesse sopportarlo,"
trad_divina_commedia_purgatorio_1_2.csv,ma chinail giuso; e quei sen venne a riva,"Ma io l'ho gettata giù, ed egli è venuto a riva"
trad_divina_commedia_purgatorio_1_2.csv,"con un vasello snelletto e leggero,","Con un piccolo vaso, molto veloce e leggero,"
trad_divina_commedia_purgatorio_1_2.csv,tanto che l'acqua nulla ne 'nghiottiva.,e l'acqua non ne inghiottì nulla.
trad_divina_commedia_purgatorio_1_2.csv,"Da poppa stava il celestial nocchiero,",Sulla poppa sorgeva il Pilota Celeste;
trad_divina_commedia_purgatorio_1_2.csv,tal che faria beato pur descripto;,"Beatitudine sembrava scritto sul suo volto,"
trad_divina_commedia_purgatorio_1_2.csv,e più di cento spirti entro sediero.,E più di cento spiriti sedevano dentro.
trad_divina_commedia_purgatorio_1_2.csv,'In exitu Isräel de Aegypto',"""In exitu Israel de Aegypto!"""
trad_divina_commedia_purgatorio_1_2.csv,cantavan tutti insieme ad una voce,"Cantarono tutti insieme con una sola voce,"
trad_divina_commedia_purgatorio_1_2.csv,con quanto di quel salmo è poscia scripto.,Con quello che in quel salmo è scritto.
trad_divina_commedia_purgatorio_1_2.csv,Poi fece il segno lor di santa croce;,"Fece su di loro un segno di santo castigo,"
trad_divina_commedia_purgatorio_1_2.csv,ond'ei si gittar tutti in su la piaggia:,"dove tutti si gettano sulla riva,"
trad_divina_commedia_purgatorio_1_2.csv,"ed el sen gì, come venne, veloce.",Ed egli se ne andò rapidamente mentre veniva.
trad_divina_commedia_purgatorio_1_2.csv,"La turba che rimase lì, selvaggia",La folla che ancora vi rimaneva sconosciuta
trad_divina_commedia_purgatorio_1_2.csv,"parea del loco, rimirando intorno","Sembrava il luogo, tutto intorno a loro guardando,"
trad_divina_commedia_purgatorio_1_2.csv,come colui che nove cose assaggia.,Come uno che in questioni nuove fa saggio.
trad_divina_commedia_purgatorio_1_2.csv,Da tutte parti saettava il giorno,Da ogni parte era darting avanti il giorno.
trad_divina_commedia_purgatorio_1_2.csv,"lo sol, ch'avea con le saette conte","Il sole, che aveva con i suoi alberi splendenti"
trad_divina_commedia_purgatorio_1_2.csv,"di mezzo 'l ciel cacciato Capricorno,","Dal Medio Cielo inseguì il Capricorno,"
trad_divina_commedia_purgatorio_1_2.csv,quando la nova gente alzò la fronte,Quando le nuove persone alzarono i loro volti
trad_divina_commedia_purgatorio_1_2.csv,"ver' noi, dicendo a noi: “Se voi sapete,","Verso di noi, dicendoci: ""Se lo sapete,"
trad_divina_commedia_purgatorio_1_2.csv,mostratene la via di gire al monte”.,"Mostraci la strada per andare sulla montagna."""
trad_divina_commedia_purgatorio_1_2.csv,E Virgilio rispuose: “Voi credete,"E la risposta fece Virgilio: ""Voi credete"
trad_divina_commedia_purgatorio_1_2.csv,forse che siamo esperti d'esto loco;,"Forse siamo a conoscenza di questo posto,"
trad_divina_commedia_purgatorio_1_2.csv,ma noi siam peregrin come voi siete.,Ma noi siamo estranei come voi stessi.
trad_divina_commedia_purgatorio_1_2.csv,"Dianzi venimmo, innanzi a voi un poco,","Proprio ora siamo venuti, un po' prima di te,"
trad_divina_commedia_purgatorio_1_2.csv,"per altra via, che fu sì aspra e forte,","Un altro modo, che era così ruvido e ripido,"
trad_divina_commedia_purgatorio_1_2.csv,che lo salire omai ne parrà gioco”.,"Quel montaggio ci sembrerà ormai uno sport."""
trad_divina_commedia_purgatorio_1_2.csv,"L'anime, che si fuor di me accorte,","Le anime che avevano, vedendomi respirare,"
trad_divina_commedia_purgatorio_1_2.csv,"per lo spirare, ch'i' era ancor vivo,","Diventare consapevoli che ero ancora vivo,"
trad_divina_commedia_purgatorio_1_2.csv,maravigliando diventaro smorte.,Pallido nel loro stupore divenne;
trad_divina_commedia_purgatorio_1_2.csv,E come a messagger che porta ulivo,Quanto al messaggero che porta l'oliva
trad_divina_commedia_purgatorio_1_2.csv,"tragge la gente per udir novelle,","Il popolo si affolla per ascoltare le notizie,"
trad_divina_commedia_purgatorio_1_2.csv,"e di calcar nessun si mostra schivo,","E nessuno si mostra spaventato di affollarsi,"
trad_divina_commedia_purgatorio_1_2.csv,così al viso mio s'affisar quelle,Così alla vista di me rimase immobile
trad_divina_commedia_purgatorio_1_2.csv,"anime fortunate tutte quante,","Quegli spiriti fortunati, tutti loro, come se"
trad_divina_commedia_purgatorio_1_2.csv,quasi oblïando d'ire a farsi belle.,Ovvio che vada e li renda giusti.
trad_divina_commedia_purgatorio_1_2.csv,Io vidi una di lor trarresi avante,"Uno di loro ha visto che mi sono fatto avanti,"
trad_divina_commedia_purgatorio_1_2.csv,"per abbracciarmi, con sì grande affetto,","Per abbracciarmi, con tanto affetto,"
trad_divina_commedia_purgatorio_1_2.csv,che mosse me a far lo somigliante.,Che mi ha incitato a fare cose del genere.
trad_divina_commedia_purgatorio_1_2.csv,"Ohi ombre vane, fuor che ne l'aspetto!","O ombre vuote, salvate solo sotto gli aspetti!"
trad_divina_commedia_purgatorio_1_2.csv,"tre volte dietro a lei le mani avvinsi,","Tre volte dietro di esso ho chiuso le mani,"
trad_divina_commedia_purgatorio_1_2.csv,e tante mi tornai con esse al petto.,Come spesso è tornato con loro al mio seno!
trad_divina_commedia_purgatorio_1_2.csv,"Di maraviglia, credo, mi dipinsi;",Penso con meraviglia che mi ho raffigurato;
trad_divina_commedia_purgatorio_1_2.csv,"per che l'ombra sorrise e si ritrasse,",dove l'ombra sorrise e retrocedeva;
trad_divina_commedia_purgatorio_1_2.csv,"e io, seguendo lei, oltre mi pinsi.","E io, proseguendo, ho spinto più avanti."
trad_divina_commedia_purgatorio_1_2.csv,Soavemente disse ch'io posasse;,Gently ha detto che dovrei rimanere sui miei passi;
trad_divina_commedia_purgatorio_1_2.csv,"allor conobbi chi era, e pregai","Poi ho saputo chi era, e ho supplicato"
trad_divina_commedia_purgatorio_1_2.csv,"che, per parlarmi, un poco s'arrestasse.",Che si sarebbe fermato un po 'di parlare con me.
trad_divina_commedia_purgatorio_1_2.csv,Rispuosemi: “Così com'io t'amai,"Mi ha risposto: ""Anche come ti ho amato"
trad_divina_commedia_purgatorio_1_2.csv,"nel mortal corpo, così t'amo sciolta:","Nel corpo mortale, così ti amo libero;"
